Data de Preenchimento,Data de Pagamento,Mês,Ano,Valor (R$),Status de Pagamento,Categoria
22,22,Julho,2024,"20,00",PG,Transporte / Logística
24,24,Julho,2024,"750,00",PG,Compras de Produtos
2,2,Julho,2024,"140,00",PG,Seguros
10,10,Julho,2024,"170,00",PG,Software e Sistemas
25,25,Julho,2024,"124,15",PG,Contabilidade
26,26,Julho,2024,"71,00",PG,Compras de Produtos
29,29,Julho,2024,"195,00",PG,Aluguel
1,1,Julho,2024,"300,00",PG,Combustível
1,1,Julho,2024,"45,00",PG,Alimentação
1,1,Julho,2024,"50,00",PG,Alimentação
7,7,Julho,2024,"20,00",PG,Suprimentos para Escritório
7,7,Julho,2024,"20,00",PG,Telecomunicações
6,6,Julho,2024,"400,00",PG,Combustível
17,17,Julho,2024,"230,00",PG,Combustível
17,17,Julho,2024,"45,00",PG,Serviços de Saúde
28,0,Julho,2024,"250,00",PG,Transporte / Combustível
6,0,Julho,2024,"16,00",PG,Diversos
7,7,Julho,2024,"100,00",PG,Alimentação
12,12,Julho,2024,"400,00",PG,Combustível
12,0,Julho,2024,"360,00",PG,Compras de Produtos
0,0,Julho,2024,"20,00",PG,Alimentação
0,28,Julho,2024,"130,00",PG,Horas Extras - Alimentação
0,0,Julho,2024,,PG,Alimentação
3,3,Agosto,2024,"800,00",PG,Tributos e Obrigações
5,5,Agosto,2024,"270,50",PG,Utilidades
5,5,Agosto,2024,"820,00",PG,Contabilidade
5,5,Agosto,2024,"850,00",PG,Salários
5,5,Agosto,2024,"1.400,00",PG,Salários
5,5,Agosto,2024,"1.350,00",PG,Salários
5,5,Agosto,2024,"1.550,00",PG,Salários
5,5,Agosto,2024,"2.200,00",PG,Salários
5,5,Agosto,2024,"980,00",PG,Salários
5,5,Agosto,2024,"1.650,00",PG,Salários
5,5,Agosto,2024,"1.400,00",PG,Pro Labore
5,5,Agosto,2024,"1.400,00",PG,Pro Labore
5,5,Agosto,2024,"500,00",PG,Auxílios e Adiantamentos
10,10,Agosto,2024,"4.750,00",PG,Aluguel
12,12,Agosto,2024,"1.350,00",PG,Tributos e Obrigações
15,15,Agosto,2024,"220,00",PG,Multas e Penalidades
18,18,Agosto,2024,"150,00",PG,Telecomunicações
20,20,Agosto,2024,"600,00",PG,Equipamentos e Manutenção
22,22,Agosto,2024,"300,00",PG,Materiais de Escritório
25,25,Agosto,2024,"2.000,00",PG,Benefícios
28,28,Agosto,2024,"250,00",PG,Combustível
30,30,Agosto,2024,"160,00",PG,Software e Sistemas
31,31,Agosto,2024,"2.500,00",PG,Financiamentos
31,31,Agosto,2024,"300,00",PG,Vendas e Comissões
15,15,Agosto,2024,"500,00",PG,Eventos e Confraternizações
18,18,Agosto,2024,"350,00",PG,Serviços de Despachante
22,22,Agosto,2024,"400,00",PG,Seguros
25,25,Agosto,2024,"1.200,00",PG,Materiais de Construção
28,28,Agosto,2024,"100,00",PG,Telecomunicações
31,31,Agosto,2024,"250,00",PG,Contas Bancárias
